Tree_label,Lep_family,Lep_accepted_name,Host_order,Host_family,Count of Lep_accepted_name,Ordinal_Proportion*,Familial_Proportion**
SRR8954535_X_Papilionidae_Papilioninae_Troidini_Pharmacophagus_antenor,Papilionidae,Pharmacophagus antenor,Piperales,Aristolochiaceae,7,87.5,87.5
SRR8954534_X_Papilionidae_Papilioninae_Leptocircini_Protesilaus_protesilaus_protesilaus,Papilionidae,Protesilaus protesilaus,Lamiales,Lamiaceae,1,25,25
SRR8954534_X_Papilionidae_Papilioninae_Leptocircini_Protesilaus_protesilaus_protesilaus,Papilionidae,Protesilaus protesilaus,Magnoliales,Annonaceae,2,75,50
SRR8954534_X_Papilionidae_Papilioninae_Leptocircini_Protesilaus_protesilaus_protesilaus,Papilionidae,Protesilaus protesilaus,Magnoliales,Magnoliaceae,1,75,25
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Fagales,Betulaceae,9,12.5,8.653846154
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Fagales,Fagaceae,2,12.5,1.923076923
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Fagales,Juglandaceae,2,12.5,1.923076923
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Lamiales,Bignoniaceae,2,16.34615385,1.923076923
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Lamiales,Oleaceae,15,16.34615385,14.42307692
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Laurales,Lauraceae,7,6.730769231,6.730769231
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Magnoliales,Magnoliaceae,17,16.34615385,16.34615385
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Malpighiales,Salicaceae,7,6.730769231,6.730769231
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Rosales,Rosaceae,33,31.73076923,31.73076923
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Sapindales,Rutaceae,8,9.615384615,7.692307692
GCA0009315451_X_Papilionidae_Papilioninae_Papilionini_Papilio_glaucus,Papilionidae,Pterourus glaucus,Sapindales,Sapindaceae,2,9.615384615,1.923076923
BN005335_LEP49688_Papilionidae_Papilioninae_Papilionini_Papilio_troilus,Papilionidae,Pterourus troilus,Laurales,Lauraceae,36,63.15789474,63.15789474
BN005335_LEP49688_Papilionidae_Papilioninae_Papilionini_Papilio_troilus,Papilionidae,Pterourus troilus,Magnoliales,Magnoliaceae,8,14.03508772,14.03508772
BN005335_LEP49688_Papilionidae_Papilioninae_Papilionini_Papilio_troilus,Papilionidae,Pterourus troilus,Rosales,Rosaceae,5,8.771929825,8.771929825
BN005335_LEP49688_Papilionidae_Papilioninae_Papilionini_Papilio_troilus,Papilionidae,Pterourus troilus,Sapindales,Rutaceae,8,14.03508772,14.03508772
SRR8954536_X_Papilionidae_Parnassiinae_Zerynthiini_Sericinus_montela,Papilionidae,Sericinus montela,Piperales,Aristolochiaceae,12,100,100
RE07F012_X_Papilionidae_Papilioninae_Teinopalpini_Teinopalpus_imperialis_X_ME,Papilionidae,Teinopalpus imperialis,Arecales,Arecaceae,1,6.25,6.25
RE07F012_X_Papilionidae_Papilioninae_Teinopalpini_Teinopalpus_imperialis_X_ME,Papilionidae,Teinopalpus imperialis,Magnoliales,Magnoliaceae,14,87.5,87.5
RE07F012_X_Papilionidae_Papilioninae_Teinopalpini_Teinopalpus_imperialis_X_ME,Papilionidae,Teinopalpus imperialis,Malvales,Thymelaeaceae,1,6.25,6.25
SRR8954533_X_Papilionidae_Papilioninae_Troidini_Trogonoptera_brookiana,Papilionidae,Trogonoptera brookiana,Piperales,Aristolochiaceae,14,100,100
RF140032_X_Papilionidae_Papilioninae_Troidini_Troides_rhadamantus_X_ME,Papilionidae,Troides rhadamantus,Piperales,Aristolochiaceae,23,100,100
SRR8954528_X_Papilionidae_Papilioninae_Troidini_Ornithoptera_richmondia,Papilionidae,Troides richmondia,Piperales,Aristolochiaceae,1,100,100
RV07D031_X_Papilionidae_Parnassiinae_Zerynthiini_Allancastria_cerisyi_X_ME,Papilionidae,Zerynthia cerisyi,Piperales,Aristolochiaceae,8,100,100
RV07D031_X_Papilionidae_Parnassiinae_Zerynthiini_Allancastria_cerisyi_X_ME,Papilionidae,Zerynthia cerisyi,Piperales,Aristolochiaceae,3,100,100
BN006872_FH18Z058_Papilionidae_Parnassiinae_Zerynthiini_Zerynthia_polyxena,Papilionidae,Zerynthia polyxena,Piperales,Aristolochiaceae,17,100,100
BN007033_EB19X001_Pieridae_Coliadinae_X_Abaeis_nicippe,Pieridae,Abaeis nicippe,Fabales,Fabaceae,29,100,100
BN003854_SC01T419_Pieridae_Pierinae_Teracolini_Afrodryas_leda,Pieridae,Afrodryas leda,Brassicales,Capparaceae,18,100,78.26086957
BN003854_SC01T419_Pieridae_Pierinae_Teracolini_Afrodryas_leda,Pieridae,Afrodryas leda,Brassicales,Salvadoraceae,5,100,21.73913043
BN002239_LEP03758_Pieridae_Coliadinae_X_Anteos_maerula,Pieridae,Anteos maerula,Fabales,Fabaceae,18,100,100
RV005312_X_Pieridae_Pierinae_Anthocharidini_Anthocharis_belia_X_ME,Pieridae,Anthocharis belia,Brassicales,Brassicaceae,8,100,100
BN002243_LEP50690_Pieridae_Pierinae_Anthocharidini_Anthocharis_cardamines,Pieridae,Anthocharis cardamines,Brassicales,Brassicaceae,91,100,98.91304348
BN002243_LEP50690_Pieridae_Pierinae_Anthocharidini_Anthocharis_cardamines,Pieridae,Anthocharis cardamines,Brassicales,Resedaceae,1,100,1.086956522
BN002248_LEP28842_Pieridae_Coliadinae_X_Phoebis_boisduvalii,Pieridae,Aphrissa boisduvalii,Fabales,Fabaceae,1,100,100
BN002250_LEP43211_Pieridae_Coliadinae_X_Phoebis_statira,Pieridae,Aphrissa statira,Fabales,Fabaceae,20,76.92307692,76.92307692
BN002250_LEP43211_Pieridae_Coliadinae_X_Phoebis_statira,Pieridae,Aphrissa statira,Lamiales,Bignoniaceae,3,11.53846154,11.53846154
BN002250_LEP43211_Pieridae_Coliadinae_X_Phoebis_statira,Pieridae,Aphrissa statira,Sapindales,Sapindaceae,3,11.53846154,11.53846154
BN002254_MY20166_Pieridae_Pierinae_Pierini_Aporia_agathon,Pieridae,Aporia agathon,Ranunculales,Berberidaceae,11,100,100
BN002255_LEP48320_Pieridae_Pierinae_Pierini_Aporia_crataegi,Pieridae,Aporia crataegi,Rosales,Rosaceae,116,100,100
BN006208_KA18227ABRI_Pieridae_Pierinae_Pierini_Appias_lasti,Pieridae,Appias lasti,Brassicales,Capparaceae,9,45,45
BN006208_KA18227ABRI_Pieridae_Pierinae_Pierini_Appias_lasti,Pieridae,Appias lasti,Malpighiales,Phyllanthaceae,5,55,25
BN006208_KA18227ABRI_Pieridae_Pierinae_Pierini_Appias_lasti,Pieridae,Appias lasti,Malpighiales,Putranjivaceae,6,55,30
RE04C269_X_Pieridae_Pierinae_Pierini_Appias_libythea_X_ME,Pieridae,Appias libythea,Brassicales,Brassicaceae,5,100,7.8125
RE04C269_X_Pieridae_Pierinae_Pierini_Appias_libythea_X_ME,Pieridae,Appias libythea,Brassicales,Capparaceae,44,100,68.75
RE04C269_X_Pieridae_Pierinae_Pierini_Appias_libythea_X_ME,Pieridae,Appias libythea,Brassicales,Cleomaceae,15,100,23.4375
BN002277_MY201683_Pieridae_Pierinae_Pierini_Appias_paulina,Pieridae,Appias paulina,Brassicales,Capparaceae,10,31.25,31.25
BN002277_MY201683_Pieridae_Pierinae_Pierini_Appias_paulina,Pieridae,Appias paulina,Malpighiales,Putranjivaceae,22,68.75,68.75
BN002282_LEP53237_Pieridae_Pierinae_Pierini_Archonias_brassolis,Pieridae,Archonias brassolis,Brassicales,Brassicaceae,1,50,50
BN002282_LEP53237_Pieridae_Pierinae_Pierini_Archonias_brassolis,Pieridae,Archonias brassolis,Santalales,Loranthaceae,1,50,50
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Bataceae,4,100,4.444444444
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Brassicaceae,44,100,48.88888889
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Capparaceae,17,100,18.88888889
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Caricaceae,1,100,1.111111111
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Cleomaceae,18,100,20
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Resedaceae,1,100,1.111111111
BN007181_LEP46008_Pieridae_Pierinae_Pierini_Ascia_monuste,Pieridae,Ascia monuste,Brassicales,Tropaeolaceae,5,100,5.555555556
BN002295_BNSZS00191_Pieridae_Pierinae_Pierini_Belenois_calypso,Pieridae,Belenois calypso,Brassicales,Capparaceae,21,91.30434783,91.30434783
BN002295_BNSZS00191_Pieridae_Pierinae_Pierini_Belenois_calypso,Pieridae,Belenois calypso,Celastrales,Celastraceae,2,8.695652174,8.695652174
BN002287_LEP40365_Pieridae_Pierinae_Pierini_Belenois_creona,Pieridae,Belenois creona,Asterales,Asteraceae,4,6.896551724,6.896551724
BN002287_LEP40365_Pieridae_Pierinae_Pierini_Belenois_creona,Pieridae,Belenois creona,Brassicales,Capparaceae,3,93.10344828,84.48275862
BN002287_LEP40365_Pieridae_Pierinae_Pierini_Belenois_creona,Pieridae,Belenois creona,Brassicales,Capparaceae,46,93.10344828,84.48275862
BN002287_LEP40365_Pieridae_Pierinae_Pierini_Belenois_creona,Pieridae,Belenois creona,Brassicales,Cleomaceae,5,93.10344828,8.620689655
BN002237_LEP46735_Pieridae_Pierinae_Pierini_Belenois_java,Pieridae,Belenois java,Brassicales,Capparaceae,59,100,100
BN002292_LEP35444_Pieridae_Pierinae_Pierini_Belenois_subeida,Pieridae,Belenois subeida,Brassicales,Capparaceae,10,100,100
BN004277_MFB00P244_Pieridae_Pierinae_Pierini_Catasticta_nimbice,Pieridae,Catasticta nimbice,Santalales,Santalaceae,2,100,100
BN002319_DL13F181_Pieridae_Coliadinae_X_Catopsilia_scylla,Pieridae,Catopsilia scylla,Fabales,Fabaceae,92,100,100
BN002330_DL16V155_Pieridae_Pierinae_Pierini_Cepora_nerissa,Pieridae,Cepora nerissa,Brassicales,Capparaceae,62,100,98.41269841
BN002330_DL16V155_Pieridae_Pierinae_Pierini_Cepora_nerissa,Pieridae,Cepora nerissa,Brassicales,Cleomaceae,1,100,1.587301587
LEP22827_X_Pieridae_Coliadinae_X_Colias_croceus_X_ME,Pieridae,Colias croceus,Fabales,Fabaceae,59,100,100
BN003826_RVcoll14D146_Pieridae_Coliadinae_X_Colias_hyale,Pieridae,Colias hyale,Fabales,Fabaceae,36,100,100
BN002373_LEP48670_Pieridae_Pierinae_Teracolini_Colotis_amata,Pieridae,Colotis amata,Brassicales,Capparaceae,2,100,13.33333333
BN002373_LEP48670_Pieridae_Pierinae_Teracolini_Colotis_amata,Pieridae,Colotis amata,Brassicales,Cleomaceae,1,100,6.666666667
BN002373_LEP48670_Pieridae_Pierinae_Teracolini_Colotis_amata,Pieridae,Colotis amata,Brassicales,Salvadoraceae,12,100,80
NP13A032_X_Pieridae_Pierinae_Teracolini_Colotis_evagore_X_ME,Pieridae,Colotis evagore,Brassicales,Capparaceae,45,100,100
BN002387_LEP03841_Pieridae_Pierinae_Anthocharidini_Cunizza_hirlanda,Pieridae,Cunizza hirlanda,Santalales,Loranthaceae,2,100,100
SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia,Pieridae,Delias descombesi,Santalales,Loranthaceae,5,100,100
BN002410_LEP28874_Pieridae_Pierinae_Pierini_Delias_henningia,Pieridae,Delias henningia,Santalales,Loranthaceae,5,100,100
BN004878_YI16P089_Pieridae_Pierinae_Pierini_Delias_pasithoe,Pieridae,Delias pasithoe,Santalales,Loranthaceae,39,100,70.90909091
BN004878_YI16P089_Pieridae_Pierinae_Pierini_Delias_pasithoe,Pieridae,Delias pasithoe,Santalales,Santalaceae,16,100,29.09090909
BN002452_IT16P027_Pieridae_Coliadinae_X_Dercas_verhuelli,Pieridae,Dercas verhuelli,Fabales,Fabaceae,11,100,100
BN002469_LEP28884_Pieridae_Dismorphiinae_X_Dismorphia_theucharila,Pieridae,Dismorphia theucharila,Fabales,Fabaceae,12,100,100
BN006030_SC01T399_Pieridae_Pierinae_Pierini_Dixeia_charina,Pieridae,Dixeia charina,Brassicales,Capparaceae,5,100,100
BN002472_LEP48683_Pieridae_Pierinae_Pierini_Dixeia_doxo,Pieridae,Dixeia doxo,Brassicales,Capparaceae,10,100,100
RE02A476_X_Pieridae_Pierinae_Elodinini_Elodina_padusa_X_ME,Pieridae,Elodina padusa,Brassicales,Capparaceae,7,100,100
BN005577_HB18C009_Pieridae_Pierinae_Anthocharidini_Eroessa_chiliensis,Pieridae,Eroessa chiliensis,Asterales,Asteraceae,1,100,100
BN002489_LEP35544_Pieridae_Pierinae_Teracolini_Eronia_cleodora,Pieridae,Eronia cleodora,Brassicales,Capparaceae,16,100,69.56521739
BN002489_LEP35544_Pieridae_Pierinae_Teracolini_Eronia_cleodora,Pieridae,Eronia cleodora,Brassicales,Salvadoraceae,7,100,30.43478261
BN003857_MFB00P286_Pieridae_Pierinae_Pierini_Eucheira_socialis,Pieridae,Eucheira socialis,Ericales,Ericaceae,1,100,100
BN002491_LEP50683_Pieridae_Pierinae_Anthocharidini_Euchloe_ausonia,Pieridae,Euchloe ausonia,Brassicales,Brassicaceae,22,100,100
BN002492_LEP38593_Pieridae_Pierinae_Anthocharidini_Euchloe_ausonides,Pieridae,Euchloe ausonides,Brassicales,Brassicaceae,49,100,100
DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina,Pieridae,Eurema mandarina,Fabales,Fabaceae,31,79.48717949,79.48717949
DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina,Pieridae,Eurema mandarina,Rosales,Rhamnaceae,8,20.51282051,20.51282051
BN002515_LEP31031_Pieridae_Coliadinae_X_Eurema_mexicana,Pieridae,Eurema mexicana,Fabales,Fabaceae,19,100,100
BN005976_DL16V108_Pieridae_Coliadinae_X_Gandaca_harina,Pieridae,Gandaca harina,Magnoliales,Annonaceae,2,13.33333333,13.33333333
BN005976_DL16V108_Pieridae_Coliadinae_X_Gandaca_harina,Pieridae,Gandaca harina,Oxalidales,Connaraceae,2,13.33333333,13.33333333
BN005976_DL16V108_Pieridae_Coliadinae_X_Gandaca_harina,Pieridae,Gandaca harina,Rosales,Rhamnaceae,11,73.33333333,73.33333333
BN005634_08SRNP14673_Pieridae_Pierinae_Pierini_Ganyra_josephina,Pieridae,Ganyra josephina,Brassicales,Capparaceae,12,100,80
BN005634_08SRNP14673_Pieridae_Pierinae_Pierini_Ganyra_josephina,Pieridae,Ganyra josephina,Brassicales,Resedaceae,3,100,20
BN002533_LEP00135_Pieridae_Pierinae_Pierini_Ganyra_phaloe,Pieridae,Ganyra phaloe,Brassicales,Resedaceae,1,100,100
BN003858_GA93Z034_Pieridae_Pierinae_Teracolini_Gideona_lucasi,Pieridae,Gideona lucasi,Celastrales,Celastraceae,1,100,100
BN007123_LEP80080_Pieridae_Pierinae_Pierini_Glennia_pylotis,Pieridae,Glennia pylotis,Brassicales,Brassicaceae,1,100,33.33333333
BN007123_LEP80080_Pieridae_Pierinae_Pierini_Glennia_pylotis,Pieridae,Glennia pylotis,Brassicales,Capparaceae,1,100,33.33333333
BN007123_LEP80080_Pieridae_Pierinae_Pierini_Glennia_pylotis,Pieridae,Glennia pylotis,Brassicales,Cleomaceae,1,100,33.33333333
BN002534_LEP44525_Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Pieridae,Glutophrissa drusilla,Brassicales,Brassicaceae,1,71.42857143,3.571428571
BN002534_LEP44525_Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Pieridae,Glutophrissa drusilla,Brassicales,Capparaceae,14,71.42857143,50
BN002534_LEP44525_Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Pieridae,Glutophrissa drusilla,Brassicales,Cleomaceae,3,71.42857143,10.71428571
BN002534_LEP44525_Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Pieridae,Glutophrissa drusilla,Brassicales,Resedaceae,2,71.42857143,7.142857143
BN002534_LEP44525_Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Pieridae,Glutophrissa drusilla,Malpighiales,Dichapetalaceae,1,28.57142857,3.571428571
BN002534_LEP44525_Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Pieridae,Glutophrissa drusilla,Malpighiales,Putranjivaceae,7,28.57142857,25
BN002538_LEP44625_Pieridae_Coliadinae_X_Gonepteryx_rhamni,Pieridae,Gonepteryx rhamni,Rosales,Rhamnaceae,33,100,91.66666667
BN002538_LEP44625_Pieridae_Coliadinae_X_Gonepteryx_rhamni,Pieridae,Gonepteryx rhamni,Rosales,Rosaceae,3,100,8.333333333
BRF140003_X_Pieridae_Pierinae_Anthocharidini_Hebomoia_glaucippe_X_ME,Pieridae,Hebomoia glaucippe,Brassicales,Brassicaceae,6,100,5.660377358
BRF140003_X_Pieridae_Pierinae_Anthocharidini_Hebomoia_glaucippe_X_ME,Pieridae,Hebomoia glaucippe,Brassicales,Capparaceae,93,100,87.73584906
BRF140003_X_Pieridae_Pierinae_Anthocharidini_Hebomoia_glaucippe_X_ME,Pieridae,Hebomoia glaucippe,Brassicales,Cleomaceae,7,100,6.603773585
BN002547_LEP43262_Pieridae_Pierinae_Anthocharidini_Hesperocharis_marchalii,Pieridae,Hesperocharis marchalii,Brassicales,Brassicaceae,4,83.33333333,66.66666667
BN002547_LEP43262_Pieridae_Pierinae_Anthocharidini_Hesperocharis_marchalii,Pieridae,Hesperocharis marchalii,Brassicales,Tropaeolaceae,1,83.33333333,16.66666667
BN002547_LEP43262_Pieridae_Pierinae_Anthocharidini_Hesperocharis_marchalii,Pieridae,Hesperocharis marchalii,Fabales,Fabaceae,1,16.66666667,16.66666667
BN006041_MFB00P434_Pieridae_Pierinae_Pierini_Hypsochila_wagenknechti,Pieridae,Hypsochila wagenknechti,Brassicales,Brassicaceae,2,100,100
BN005977_DL16V147_Pieridae_Pierinae_Teracolini_Ixias_pyrene,Pieridae,Ixias pyrene,Brassicales,Capparaceae,36,100,100
BN002561_LEP43384_Pieridae_Coliadinae_X_Kricogonia_lyside,Pieridae,Kricogonia lyside,Zygophyllales,Zygophyllaceae,15,100,100
BN002563_LEP02000_Pieridae_Pierinae_Pierini_Leodonta_tellane,Pieridae,Leodonta tellane,Santalales,Santalaceae,2,100,100
ERR2040010_X_Pieridae_Dismorphiinae_X_Leptidea_juvernica,Pieridae,Leptidea juvernica,Fabales,Fabaceae,3,100,100
LEP22824_X_Pieridae_Dismorphiinae_X_Leptidea_reali_X_ME,Pieridae,Leptidea reali,Fabales,Fabaceae,1,100,100
GCA9001994451_X_Pieridae_Dismorphiinae_X_Leptidea_sinapis,Pieridae,Leptidea sinapis,Fabales,Fabaceae,42,100,100
BN002573_LEP36814_Pieridae_Pierinae_Pierini_Leptophobia_eleone,Pieridae,Leptophobia eleone,Brassicales,Tropaeolaceae,1,100,100
ME11B259_X_Pieridae_Pierinae_Leptosianini_Leptosia_alcesta_X_ME,Pieridae,Leptosia alcesta,Asterales,Asteraceae,2,10.52631579,10.52631579
ME11B259_X_Pieridae_Pierinae_Leptosianini_Leptosia_alcesta_X_ME,Pieridae,Leptosia alcesta,Brassicales,Capparaceae,17,89.47368421,89.47368421
BN006029_RV06A312_Pieridae_Coliadinae_X_Leucidia_brephos,Pieridae,Leucidia brephos,Fabales,Fabaceae,2,100,100
BN002595_LEP28910_Pieridae_Dismorphiinae_X_Lieinix_nemesis,Pieridae,Lieinix nemesis,Fabales,Fabaceae,6,100,100
BN002596_LEP17622_Pieridae_Pierinae_Anthocharidini_Mathania_aureomaculata,Pieridae,Mathania aureomaculata,Santalales,Loranthaceae,1,100,100
BN002599_LEP56917_Pieridae_Pierinae_Pierini_Melete_lycimnia,Pieridae,Melete lycimnia,Santalales,Santalaceae,2,100,100
BN002601_BNSZS00144_Pieridae_Pierinae_Pierini_Mylothris_chloris,Pieridae,Mylothris chloris,Santalales,Loranthaceae,20,100,52.63157895
BN002601_BNSZS00144_Pieridae_Pierinae_Pierini_Mylothris_chloris,Pieridae,Mylothris chloris,Santalales,Santalaceae,18,100,47.36842105
BN002605_LEP29970_Pieridae_Coliadinae_X_Nathalis_iole,Pieridae,Nathalis iole,Asterales,Asteraceae,41,73.21428571,73.21428571
BN002605_LEP29970_Pieridae_Coliadinae_X_Nathalis_iole,Pieridae,Nathalis iole,Caryophyllales,Caryophyllaceae,7,16.07142857,12.5
BN002605_LEP29970_Pieridae_Coliadinae_X_Nathalis_iole,Pieridae,Nathalis iole,Caryophyllales,Molluginaceae,2,16.07142857,3.571428571
BN002605_LEP29970_Pieridae_Coliadinae_X_Nathalis_iole,Pieridae,Nathalis iole,Gentianales,Rubiaceae,2,3.571428571,3.571428571
BN002605_LEP29970_Pieridae_Coliadinae_X_Nathalis_iole,Pieridae,Nathalis iole,Geraniales,Geraniaceae,4,7.142857143,7.142857143
BN003861_AMS00S307_Pieridae_Pierinae_Pierini_Neophasia_menapia,Pieridae,Neophasia menapia,Pinales,Pinaceae,49,100,100
BN002618_HD16P267_Pieridae_Pierinae_Nepheronini_Pareronia_valeria,Pieridae,Pareronia valeria,Brassicales,Capparaceae,17,100,100
BN005746_LEP52410_Pieridae_Pierinae_Pierini_Perrhybris_pamela,Pieridae,Perrhybris pamela,Brassicales,Capparaceae,6,100,85.71428571
BN005746_LEP52410_Pieridae_Pierinae_Pierini_Perrhybris_pamela,Pieridae,Perrhybris pamela,Brassicales,Resedaceae,1,100,14.28571429
BN002628_LEP28835_Pieridae_Coliadinae_X_Phoebis_agarithe,Pieridae,Phoebis agarithe,Fabales,Fabaceae,30,100,100
BN002630_LEP56914_Pieridae_Coliadinae_X_Phoebis_argante,Pieridae,Phoebis argante,Fabales,Fabaceae,45,100,100
GCA0015864051_X_Pieridae_Coliadinae_X_Phoebis_sennae,Pieridae,Phoebis sennae,Fabales,Fabaceae,71,100,100
BN002636_LEP55912_Pieridae_Pierinae_Pierini_Pieriballia_viardi,Pieridae,Pieriballia viardi,Brassicales,Capparaceae,1,100,50
BN002636_LEP55912_Pieridae_Pierinae_Pierini_Pieriballia_viardi,Pieridae,Pieriballia viardi,Brassicales,Resedaceae,1,100,50
BN002638_LEP45960_Pieridae_Pierinae_Pierini_Pieris_brassicae,Pieridae,Pieris brassicae,Brassicales,Brassicaceae,103,100,76.86567164
BN002638_LEP45960_Pieridae_Pierinae_Pierini_Pieris_brassicae,Pieridae,Pieris brassicae,Brassicales,Capparaceae,9,100,6.71641791
BN002638_LEP45960_Pieridae_Pierinae_Pierini_Pieris_brassicae,Pieridae,Pieris brassicae,Brassicales,Cleomaceae,1,100,0.746268657
BN002638_LEP45960_Pieridae_Pierinae_Pierini_Pieris_brassicae,Pieridae,Pieris brassicae,Brassicales,Resedaceae,6,100,4.47761194
BN002638_LEP45960_Pieridae_Pierinae_Pierini_Pieris_brassicae,Pieridae,Pieris brassicae,Brassicales,Tropaeolaceae,15,100,11.19402985
BN007170_LEP44620_Pieridae_Pierinae_Pierini_Pieris_napi,Pieridae,Pieris napi,Brassicales,Brassicaceae,155,100,96.27329193
BN007170_LEP44620_Pieridae_Pierinae_Pierini_Pieris_napi,Pieridae,Pieris napi,Brassicales,Resedaceae,2,100,1.242236025
BN007170_LEP44620_Pieridae_Pierinae_Pierini_Pieris_napi,Pieridae,Pieris napi,Brassicales,Tropaeolaceae,4,100,2.48447205
BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae,Pieridae,Pieris rapae,Brassicales,Brassicaceae,264,100,81.73374613
BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae,Pieridae,Pieris rapae,Brassicales,Capparaceae,10,100,3.095975232
BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae,Pieridae,Pieris rapae,Brassicales,Cleomaceae,17,100,5.263157895
BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae,Pieridae,Pieris rapae,Brassicales,Resedaceae,11,100,3.405572755
BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae,Pieridae,Pieris rapae,Brassicales,Tropaeolaceae,21,100,6.501547988
BN003863_MFB00P411_Pieridae_Pierinae_Pierini_Pierphulia_rosea,Pieridae,Pierphulia rosea,Brassicales,Brassicaceae,1,100,100
BN002648_LEP40373_Pieridae_Pierinae_Teracolini_Pinacopteryx_eriphia,Pieridae,Pinacopteryx eriphia,Brassicales,Capparaceae,36,100,100
LEP28725_X_Pieridae_Pierinae_Pierini_Pontia_beckerii_X_ME,Pieridae,Pontia beckerii,Brassicales,Brassicaceae,31,100,77.5
LEP28725_X_Pieridae_Pierinae_Pierini_Pontia_beckerii_X_ME,Pieridae,Pontia beckerii,Brassicales,Capparaceae,2,100,5
LEP28725_X_Pieridae_Pierinae_Pierini_Pontia_beckerii_X_ME,Pieridae,Pontia beckerii,Brassicales,Cleomaceae,7,100,17.5
BN002652_LEP47954_Pieridae_Pierinae_Pierini_Pontia_daplidice,Pieridae,Pontia daplidice,Brassicales,Brassicaceae,70,100,81.39534884
BN002652_LEP47954_Pieridae_Pierinae_Pierini_Pontia_daplidice,Pieridae,Pontia daplidice,Brassicales,Resedaceae,16,100,18.60465116
BN002660_VN16D035_Pieridae_Pierinae_Pierini_Prioneris_thestylis,Pieridae,Prioneris thestylis,Brassicales,Capparaceae,10,100,100
BN002662_LEP43246_Pieridae_Dismorphiinae_X_Pseudopieris_nehemia,Pieridae,Pseudopieris nehemia,Fabales,Fabaceae,1,100,100
BN005023_AV920002_Pieridae_Pseudopontiinae_X_Pseudopontia_paradoxa,Pieridae,Pseudopontia paradoxa,Lamiales,Acanthaceae,2,33.33333333,33.33333333
BN005023_AV920002_Pieridae_Pseudopontiinae_X_Pseudopontia_paradoxa,Pieridae,Pseudopontia paradoxa,Santalales,Opiliaceae,4,66.66666667,66.66666667
ME11B206_X_Pieridae_Pseudopontiinae_X_Pseudopontia_zambezi_X_ME,Pieridae,Pseudopontia zambezi,Santalales,Opiliaceae,1,100,100
BN002513_LEP28765_Pieridae_Coliadinae_X_Pyrisitia_lisa,Pieridae,Pyrisitia lisa,Fabales,Fabaceae,52,100,100
BN002674_LEP55079_Pieridae_Coliadinae_X_Pyrisitia_proterpia,Pieridae,Pyrisitia proterpia,Fabales,Fabaceae,13,100,100
BN007122_LEP80038_Pieridae_Pierinae_Pierini_Reliquia_santamarta,Pieridae,Reliquia santamarta,Brassicales,Brassicaceae,1,100,100
BN002676_LEP29613_Pieridae_Coliadinae_X_Phoebis_trite,Pieridae,Rhabdodryas trite,Fabales,Fabaceae,5,83.33333333,83.33333333
