Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	PD.atLeast1source	Num.families.atLeast1source	mpd.obs.atLeast1source	mpd.rand.mean.atLeast1source	mpd.rand.sd.atLeast1source	mpd.obs.rank.atLeast1source	mpd.obs.z.atLeast1source	mpd.obs.p.atLeast1source	mntd.obs.atLeast1source	mntd.rand.mean.atLeast1source	mntd.rand.sd.atLeast1source	mntd.obs.rank.atLeast1source	mntd.obs.z.atLeast1source	mntd.obs.p.atLeast1source																		
BN001960_LEP35082_Nymphalidae_Biblidinae_Biblidini_Neptidopsis_ophione	Nymphalidae	Neptidopsis ophione	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01	325.050651	1	123.7924	270.749193	90.7738576	1	-1.618932994	0.01	123.7924	282.9545374	112.3572895	2	-1.416571529	0.02																		
LEP25252_X_Nymphalidae_Limenitidinae_Neptini_Neptis_sappho_X_ME	Nymphalidae	Neptis sappho	720.995385	5	212.5155852	276.258666	72.07852176	2	-0.884356105	0.02	190.0458706	236.1923941	34.57633839	9	-1.334627251	0.09	720.995385	5	212.5155852	275.8999324	59.58128495	3	-1.063829813	0.03	190.0458706	245.3570998	33.54626507	5	-1.648804393	0.05																		
BN007006_LEP79684_Nymphalidae_Heliconiinae_Heliconiini_Neruda_aoede	Nymphalidae	Neruda aoede	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN006468_MFB18B007_Nymphalidae_Satyrinae_Satyrini_Nesoxenica_leprea	Nymphalidae	Nesoxenica leprea	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	325.050752	1	89.2401	262.8207994	72.26673719	1	-2.401944603	0.01	89.2401	270.919038	80.84103553	1	-2.247360351	0.01																		
RF140011_X_Nymphalidae_Biblidinae_Epicaliini_Nessaea_aglaura_X_ME	Nymphalidae	Nessaea aglaura	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01	325.050651	1	123.7924	270.749193	90.7738576	1	-1.618932994	0.01	123.7924	282.9545374	112.3572895	2	-1.416571529	0.02																		
BN005050_05SRNP06577_Nymphalidae_Biblidinae_Epiphilini_Nica_flavilla	Nymphalidae	Nica flavilla	325.050844	1	121.5324	257.0776972	63.14409439	2	-2.146602916	0.02	121.5324	275.3480221	97.66303439	1	-1.574962554	0.01	325.050844	1	121.5324	267.3146204	81.11718387	1	-1.797180492	0.01	121.5324	266.4394297	81.66041077	1	-1.774507724	0.01																		
BN001971_MY2016094_Nymphalidae_Satyrinae_Satyrini_Ninguta_schrenkii	Nymphalidae	Ninguta schrenkii	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN004528_FH17T111_Nymphalidae_Satyrinae_Satyrini_Nosea_hainanensis	Nymphalidae	Nosea hainanensis	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN007173_LEP36134_Nymphalidae_Nymphalinae_Nymphalini_Nymphalis_antiopa	Nymphalidae	Nymphalis antiopa	969.978004	8	204.9055351	273.4405833	51.3953629	1	-1.333486998	0.01	175.0428643	229.0540183	26.50276619	3	-2.037944027	0.03	803.586104	6	206.9627047	262.1277361	41.83707134	1	-1.31856819	0.01	184.001683	236.2070222	31.56554955	2	-1.653870754	0.02																		
LEP25314_X_Nymphalidae_Nymphalinae_Nymphalini_Nymphalis_xanthomelas_X_ME	Nymphalidae	Nymphalis xanthomelas	737.547211	5	219.7533736	271.6160882	59.131127	1	-0.877079759	0.01	196.667075	240.8774236	37.23197644	9	-1.187429538	0.09	638.585411	4	222.1595545	266.1800851	56.93961054	3	-0.773109092	0.03	196.3529838	248.144632	42.3999431	4	-1.221502777	0.04																		
BN001992_A008_Nymphalidae_Satyrinae_Satyrini_Oeneis_norna	Nymphalidae	Oeneis norna	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN002001_LEP53103_Nymphalidae_Danainae_Ithomiini_Oleria_aquata	Nymphalidae	Oleria aquata	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	325.050802	1	79.32	266.3433661	87.19689698	1	-2.144839697	0.01	79.32	269.9699549	91.35026056	1	-2.087021468	0.01																		
BN006994_LEP79679_Nymphalidae_Ithomiinae_Melinaeini_Olyras_crathis	Nymphalidae	Olyras crathis	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	325.050802	1	79.32	266.3433661	87.19689698	1	-2.144839697	0.01	79.32	269.9699549	91.35026056	1	-2.087021468	0.01																		
BN002002_LEP53144_Nymphalidae_Satyrinae_Brassolini_Opoptera_aorsa	Nymphalidae	Opoptera aorsa	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN002003_LEP32869_Nymphalidae_Satyrinae_Brassolini_Opsiphanes_tamarindi	Nymphalidae	Opsiphanes tamarindi	476.221552	4	107.4543667	264.7922475	58.46868917	1	-2.69097671	0.01	94.704665	247.4664302	38.38123428	1	-3.980116014	0.01	476.221552	4	107.4543667	269.6720484	61.66523509	1	-2.63061807	0.01	94.704665	247.8892445	40.61342799	1	-3.771771728	0.01																		
BN006469_MFB16P107_Nymphalidae_Satyrinae_Satyrini_Oreixenica_lathoniella	Nymphalidae	Oreixenica lathoniella	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
KW14061702_X_Nymphalidae_Satyrinae_Satyrini_Oressinoma_typhla_X_ME	Nymphalidae	Oressinoma typhla	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	325.050752	1	89.2401	262.8207994	72.26673719	1	-2.401944603	0.01	89.2401	270.919038	80.84103553	1	-2.247360351	0.01																		
BN003548_LEP59812_Nymphalidae_Satyrinae_Elymniini_Orinoma_damaris	Nymphalidae	Orinoma damaris	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
DL01P251_X_Nymphalidae_Satyrinae_Satyrini_Orsotriaena_medus_X_ME	Nymphalidae	Orsotriaena medus	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004303_RV06A039_Nymphalidae_Nymphalinae_Melitaeini_Ortilia_liriope	Nymphalidae	Ortilia liriope	527.828822	4	152.462159	265.0972453	55.39280107	1	-2.03338853	0.01	123.679974	249.8821798	39.46435248	1	-3.197878538	0.01	527.828822	4	152.462159	272.4965667	67.93069491	1	-1.767012804	0.01	123.679974	240.3895955	32.65270765	1	-3.574270862	0.01																		
BN007062_RV06A078_Nymphalidae_Danainae_Ithomiini_Pagyris_cymothoe	Nymphalidae	Pagyris cymothoe	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	325.050802	1	79.32	266.3433661	87.19689698	1	-2.144839697	0.01	79.32	269.9699549	91.35026056	1	-2.087021468	0.01																		
LEP19586_X_Nymphalidae_Satyrinae_Satyrini_Palaeonympha_opalina_X_ME	Nymphalidae	Palaeonympha opalina	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
ME13E192_X_Nymphalidae_Charaxinae_Pallaini_Palla_ussheri_X_ME	Nymphalidae	Palla ussheri	567.363839	3	243.7468787	271.3749192	74.3495872	25	-0.371596422	0.25	240.1669363	245.8215815	40.56856931	35	-0.139384881	0.35	448.784774	2	247.041153	265.3688535	70.90183361	24	-0.258494027	0.24	247.041153	282.875946	120.3400628	33	-0.297779411	0.33																		
RF140013_X_Nymphalidae_Biblidinae_Ageroniini_Panacea_procilla_X_ME	Nymphalidae	Panacea procilla	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003313_HD16P257_Nymphalidae_Limenitidinae_Limenitidini_Pandita_sinope	Nymphalidae	Pandita sinope	410.964302	2	171.8274	254.9635192	46.78324466	2	-1.777049024	0.02	171.8274	281.4537456	112.6922821	4	-0.972793731	0.04	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003337_DL16V052_Nymphalidae_Limenitidinae_Neptini_Pantoporia_hordonia	Nymphalidae	Pantoporia hordonia	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN007059_RV04D428_Nymphalidae_Satyrinae_Satyrini_Panyapedaliodes_drymaea	Nymphalidae	Panyapedaliodes drymaea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN006852_RE07F054_Nymphalidae_Satyrinae_Dirini_Paralethe_dendrophilus	Nymphalidae	Paralethe dendrophilus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
LEP19588_X_Nymphalidae_Satyrinae_Satyrini_Paramacera_xicaque_X_ME	Nymphalidae	Paramacera xicaque	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004444_DL16V039_Nymphalidae_Danainae_Danaini_Parantica_aglea	Nymphalidae	Parantica aglea	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	325.050552	1	61.789	275.614319	98.8463866	1	-2.16320825	0.01	61.789	269.3124499	101.3552239	1	-2.047486472	0.01																		
BN007177_LEP26681B_Nymphalidae_Danainae_Danaini_Parantica_sita	Nymphalidae	Parantica sita	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	325.050552	1	61.789	275.614319	98.8463866	1	-2.16320825	0.01	61.789	269.3124499	101.3552239	1	-2.047486472	0.01																		
SRR7637640_X_Nymphalidae_Satyrinae_Satyrini_Pararge_aegeria	Nymphalidae	Pararge aegeria	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN003317_VN16D092_Nymphalidae_Limenitidinae_Limenitidini_Parasarpa_daraxa	Nymphalidae	Parasarpa daraxa	325.050658	1	125.2141	267.2344126	93.19458089	2	-1.523911704	0.02	125.2141	275.0783594	107.7821583	3	-1.390436614	0.03	325.050658	1	125.2141	275.9105772	107.1548217	2	-1.406343408	0.02	125.2141	274.9302897	89.45109453	1	-1.67372116	0.01																		
BN005980_ARF17N026_Nymphalidae_Satyrinae_Satyrini_Paratisiphone_lyrnessa	Nymphalidae	Paratisiphone lyrnessa	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004325_ME12C728_Nymphalidae_Heliconiinae_Argynnini_Pardopsis_punctatissima	Nymphalidae	Pardopsis punctatissima	419.412698	2	188.72416	290.7985196	132.6750761	7	-0.769355953	0.07	188.72416	263.4544122	71.12941831	3	-1.050623694	0.03	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN002990_LEP32057_Nymphalidae_Satyrinae_Satyrini_Pareuptychia_hesionides	Nymphalidae	Pareuptychia hesionides	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
KW14062203_X_Nymphalidae_Satyrinae_Satyrini_Pareuptychia_ocirrhoe_X_ME	Nymphalidae	Pareuptychia ocirrhoe	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
RF140023_X_Nymphalidae_Limenitidinae_Parthenini_Parthenos_sylvina_X_ME	Nymphalidae	Parthenos sylvina	572.517768	3	252.7655907	275.8944433	83.60704315	40	-0.276637611	0.4	242.1686973	242.7539324	32.65615405	42	-0.017921127	0.42	572.517768	3	252.7655907	259.2539529	52.82791306	44	-0.122820718	0.44	242.1686973	252.8542254	48.17332358	41	-0.221814217	0.41																		
MGCLLOAN387_X_Nymphalidae_Satyrinae_Satyrini_Cissia_eous_X_ME	Nymphalidae	Paryphthimoides eous	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
MGCLLOAN061_X_Nymphalidae_Satyrinae_Satyrini_Paryphthimoides_poltys	Nymphalidae	Paryphthimoides poltys	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN004363_RV06A169_Nymphalidae_Danainae_Ithomiini_Patricia_dercyllidas	Nymphalidae	Patricia dercyllidas	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN006321_N11014_Nymphalidae_Limenitidinae_Limenitidini_Patsuia_sinensium	Nymphalidae	Patsuia sinensium	325.050658	1	125.2141	267.2344126	93.19458089	2	-1.523911704	0.02	125.2141	275.0783594	107.7821583	3	-1.390436614	0.03	325.050658	1	125.2141	275.9105772	107.1548217	2	-1.406343408	0.02	125.2141	274.9302897	89.45109453	1	-1.67372116	0.01																		
BN002026_CN16P005_Nymphalidae_Satyrinae_Zetherini_Penthema_adelma	Nymphalidae	Penthema adelma	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN002029_LEP42886_Nymphalidae_Biblidinae_Callicorini_Perisama_bomplandii	Nymphalidae	Perisama bomplandii	325.050844	1	121.5324	257.0776972	63.14409439	2	-2.146602916	0.02	121.5324	275.3480221	97.66303439	1	-1.574962554	0.01	325.050844	1	121.5324	267.3146204	81.11718387	1	-1.797180492	0.01	121.5324	266.4394297	81.66041077	1	-1.774507724	0.01																		
BN003335_DL13F283_Nymphalidae_Limenitidinae_Neptini_Phaedyma_columella	Nymphalidae	Phaedyma columella	672.11746	4	233.3367207	283.9832489	79.07211077	9	-0.64051064	0.09	229.8837345	243.621158	36.53240372	31	-0.376033933	0.31	672.11746	4	233.3367207	281.9881495	73.93173173	8	-0.65805883	0.08	229.8837345	249.9479717	46.35870615	23	-0.43280408	0.23																		
BN002030_BNSZS00111_Nymphalidae_Heliconiinae_Vagrantini_Phalanta_eurytis	Nymphalidae	Phalanta eurytis	437.071658	2	224.041946	274.7874839	106.9715896	12	-0.474383321	0.12	224.041946	272.8036032	89.49686002	7	-0.544842101	0.07	437.071658	2	224.041946	262.6688943	74.09891663	9	-0.521288975	0.09	224.041946	275.8280567	107.2669721	7	-0.48277778	0.07																		
BN004334_DL01N082_Nymphalidae_Heliconiinae_Vagrantini_Phalanta_phalantha	Nymphalidae	Phalanta phalantha	852.687528	6	221.1687089	271.9496148	55.19773964	1	-0.919981618	0.01	207.3329378	234.5905817	35.65178979	18	-0.764551907	0.18	852.687528	6	221.1687089	267.201727	52.81208905	1	-0.871637894	0.01	207.3329378	234.0821414	36.1002917	20	-0.740969181	0.2																		
BN007134_RVcoll16C272_Nymphalidae_Satyrinae_Satyrini_Pharneuptychia_phares	Nymphalidae	Pharneuptychia phares	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN002032_LEP43090_Nymphalidae_Heliconiinae_Heliconiini_Philaethria_dido	Nymphalidae	Philaethria dido	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03	325.050658	1	116.5963	278.7618459	105.6259293	1	-1.535281601	0.01	116.5963	273.2006325	100.2347971	2	-1.562374915	0.02																		
BN004332_NP99W078_Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_cocyta	Nymphalidae	Phyciodes cocyta	325.050272	1	90.5191	271.9566927	89.52906726	1	-2.026577494	0.01	90.5191	280.3409375	104.1274686	1	-1.822975629	0.01	325.050272	1	90.5191	267.4530465	81.47692784	1	-2.171583431	0.01	90.5191	261.0192171	59.4508208	1	-2.86791864	0.01																		
BN002033_LEP28732_Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_tharos	Nymphalidae	Phyciodes tharos	325.050272	1	90.5191	271.9566927	89.52906726	1	-2.026577494	0.01	90.5191	280.3409375	104.1274686	1	-1.822975629	0.01	325.050272	1	90.5191	267.4530465	81.47692784	1	-2.171583431	0.01	90.5191	261.0192171	59.4508208	1	-2.86791864	0.01																		
BN007158_LEP79183_Nymphalidae_Satyrinae_Satyrini_Physcaeneura_panda	Nymphalidae	Physcaeneura panda	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN006908_LEP79130_Nymphalidae_Nymphalinae_Melitaeini_Phystis_simois	Nymphalidae	Phystis simois	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
BN007071_LEP79695_Nymphalidae_Danainae_Ithomiini_Placidina_euryanassa	Nymphalidae	Placidina euryanassa	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	325.050802	1	79.32	266.3433661	87.19689698	1	-2.144839697	0.01	79.32	269.9699549	91.35026056	1	-2.087021468	0.01																		
BN002037_LEP38609_Nymphalidae_Nymphalinae_Melitaeini_Poladryas_arachne	Nymphalidae	Poladryas arachne	325.050532	1	90.3182	271.1592968	110.8405375	2	-1.631542943	0.02	90.3182	268.4676293	100.8895451	1	-1.765786822	0.01	325.050532	1	90.3182	292.0853683	129.5791344	1	-1.557096126	0.01	90.3182	261.5828063	73.66750502	1	-2.324832452	0.01																		
BN002038_MS2016006_Nymphalidae_Nymphalinae_Nymphalini_Polygonia_c-album	Nymphalidae	Polygonia c-album	1023.871454	8	219.0943105	270.2122935	47.08857763	1	-1.08557076	0.01	189.7553263	228.60519	28.51391362	12	-1.362487952	0.12	1023.871454	8	219.0943105	262.9488045	36.25471361	1	-1.209621858	0.01	189.7553263	228.4856297	26.66467659	8	-1.452494774	0.08																		
BN005181_LEP40482_Nymphalidae_Nymphalinae_Nymphalini_Polygonia_c-aureum	Nymphalidae	Polygonia c-aureum	731.845513	5	218.4421568	269.0539382	58.90725708	1	-0.859177356	0.01	192.0203782	239.2109758	36.12837566	7	-1.306192065	0.07	658.377023	4	228.5429427	260.9919163	44.57548995	6	-0.727955513	0.06	216.0372553	259.9602562	46.93476588	8	-0.935830832	0.08																		
BN002055_MY2016073_Nymphalidae_Charaxinae_Charaxini_Polyura_eudamippus	Nymphalidae	Polyura eudamippus	523.245732	3	207.26412	282.5073054	96.06731128	3	-0.78323401	0.03	189.1250433	249.3346012	42.95972251	5	-1.401535075	0.05	523.245732	3	207.26412	277.9708929	83.04972603	3	-0.851378761	0.03	189.1250433	254.7946429	42.73390078	4	-1.536709693	0.04																		
KW14070801_X_Nymphalidae_Satyrinae_Satyrini_Posttaygetis_penelea_X_ME	Nymphalidae	Posttaygetis penelea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN005387_LEP53322_Nymphalidae_Satyrinae_Satyrini_Praepedaliodes_phanias	Nymphalidae	Praepedaliodes phanias	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN001458_LEP48413_Nymphalidae_Charaxinae_Preponini_Prepona_claudina	Nymphalidae	Prepona claudina	427.658378	2	205.215547	276.3378392	98.02943765	6.5	-0.725519741	0.065	205.215547	253.36015	62.81888567	5	-0.766403328	0.05	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
LEP00539_X_Nymphalidae_Charaxinae_Preponini_Prepona_dexamenus_X_ME	Nymphalidae	Prepona dexamenus	325.050657	1	67.3231	277.8828385	106.7317282	1	-1.972794239	0.01	67.3231	259.0477902	75.00048076	1	-2.556312816	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN005813_06SRNP41219_Nymphalidae_Charaxinae_Preponini_Prepona_laertes	Nymphalidae	Prepona laertes	559.415779	3	235.2961913	279.3405683	84.67808829	16	-0.520139009	0.16	233.4340507	247.0353289	41.29302181	27	-0.329384424	0.27	559.415779	3	235.2961913	269.5883556	69.83151818	15	-0.491070009	0.15	233.4340507	257.304211	41.88728253	16	-0.569866531	0.16																		
BN001872_LEP29977_Nymphalidae_Libytheinae_X_Prolibythea_carinenta	Nymphalidae	Prolibythea carinenta	448.785352	2	247.46944	266.3829281	92.50499238	59	-0.204459106	0.59	247.46944	273.8923432	99.61796454	47	-0.265242352	0.47	448.785352	2	247.46944	261.8650997	73.37628445	53	-0.196189543	0.53	247.46944	260.0304526	72.96844391	61	-0.17214308	0.61																		
BN005542_RVcoll14A949_Nymphalidae_Satyrinae_Satyrini_Proterebia_phegea	Nymphalidae	Proterebia phegea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
DL07E001_X_Nymphalidae_Charaxinae_Prothoini_Prothoe_franckii_X_ME	Nymphalidae	Prothoe franckii	325.05054	1	142.4068	273.9012277	107.5704174	1	-1.222403248	0.01	142.4068	259.8004359	73.62548976	2	-1.594470017	0.02	325.05054	1	142.4068	280.9817432	103.7820514	1	-1.335249606	0.01	142.4068	286.930193	118.7646898	3	-1.216888566	0.03																		
BN006198_KA18177ABRI_Nymphalidae_Nymphalinae_Junoniini_Protogoniomorpha_anacardii	Nymphalidae	Protogoniomorpha anacardii	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
BN002092_LEP32877_Nymphalidae_Nymphalinae_Junoniini_Protogoniomorpha_parhassus	Nymphalidae	Protogoniomorpha parhassus	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
BN002073_BNSZS00234_Nymphalidae_Limenitidinae_Pseudacraeini_Pseudacraea_rubrobasalis	Nymphalidae	Pseudacraea rubrobasalis	325.050494	1	77.9803	274.763266	98.32253798	1	-2.001402426	0.01	77.9803	272.7698965	89.27415393	1	-2.181925987	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004323_ME11B218_Nymphalidae_Limenitidinae_Adoliadini_Pseudargynnis_hegemone	Nymphalidae	Pseudargynnis hegemone	325.050735	1	88.4818	269.9847631	90.83492974	1	-1.998162641	0.01	88.4818	265.0493023	94.55331608	2	-1.867385615	0.02	325.050735	1	88.4818	273.4804369	89.52917624	1	-2.066350263	0.01	88.4818	260.8632358	84.68658511	1	-2.03552234	0.01																		
BN002076_LEP47446_Nymphalidae_Pseudergolinae_Pseudergolini_Pseudergolis_avesta	Nymphalidae	Pseudergolis avesta	325.050262	1	93.3981	268.1143526	92.12425734	1	-1.896528207	0.01	93.3981	283.1599767	107.3072351	1	-1.768397783	0.01	325.050262	1	93.3981	268.116829	69.85010558	1	-2.50133808	0.01	93.3981	276.8223285	105.9900096	1	-1.730580355	0.01																		
